-0.001171,0.001171
0.001031,-0.001031
0.005300,-0.005300
-0.005292,0.005292
-0.012232,0.014574
0.015370,-0.017433
0.020424,-0.031024
-0.035212,0.045797
-0.026613,0.053419
0.070957,-0.103759
0.028634,-0.077740
-0.146268,0.225214
-0.025642,0.097415
0.477562,-0.643757
0.723588,-0.813756
0.202996,0.146268
-0.710007,0.808422
-1.170414,0.097301
-0.720287,-0.788474
0.249021,-0.399456
0.739736,0.759376
0.185792,1.272501
-0.759132,0.685195
-1.061363,-0.313451
-0.637567,-0.712037
-0.023250,-0.130349
0.625002,0.728515
1.123382,0.972897
0.794031,0.678712
-0.298995,0.531988
-0.792420,0.734280
-0.008521,0.899345
0.784472,0.681221
0.323276,0.063324
-0.774072,-0.682107
-1.169526,-1.071693
-0.648840,-0.731213
0.111530,0.109467
0.654237,0.728352
0.879190,0.791941
0.761085,0.695926
0.529925,0.757075
0.643648,0.693110
1.003637,0.178842
0.783476,-0.657276
-0.212389,-1.224547
-0.797368,-0.796372
-0.133443,0.402223
0.803801,0.831781
0.885648,-0.154560
0.613553,-0.855604
0.759138,0.002063
0.783741,0.861521
0.074550,0.146039
-0.759531,-0.847987
-0.948834,-0.380004
-0.681111,0.821014
-0.536028,1.176340
-0.707917,0.626351
-0.926616,-0.083072
-0.724289,-0.660850
0.017823,-0.960300
0.736610,-0.722898
0.877127,-0.026344
0.670454,0.700288
0.634217,1.036133
0.745903,0.728871
0.727924,-0.071845
0.663530,-0.738275
0.729987,-0.837442
0.754162,-0.672796
0.625696,-0.671839
0.651906,-0.735981
0.901408,-0.682423
0.771852,-0.686660
-0.040968,-0.815223
-0.784362,-0.715975
-0.795980,-0.117989
-0.615951,0.708546
-0.828783,1.121319
-0.806662,0.703400
0.015760,-0.194704
0.810725,-0.690165
0.789878,-0.284234
0.605295,0.664527
0.861367,1.265652
0.795365,0.782141
-0.096871,-0.414513
-0.772538,-0.817251
-0.286297,0.144333
0.738642,0.849631
1.178403,0.030521
0.716982,-0.872818
-0.187363,-0.227150
-0.763106,0.886174
-0.684588,0.883585
-0.607636,0.522922
-0.964594,0.863430
-0.834726,0.885996
0.259953,-0.201162
0.843670,-0.874793
-0.039042,-0.010584
-0.830773,0.858587
-0.150791,0.236028
0.796361,-0.839232
0.438794,-0.942376
-0.749241,-0.594695
-1.322380,-0.717390
-0.713999,-0.798347
0.404285,-0.120051
0.757666,0.782661
-0.067312,1.034071
-0.790445,0.638240
-0.225087,0.032446
0.812059,-0.636020
0.970834,-1.113154
0.588081,-0.788058
0.636280,0.266411
0.836535,0.803717
0.623633,0.089632
0.561275,-0.817976
1.005700,-0.830983
0.874107,-0.586380
-0.316680,-0.853202
-0.899624,-0.826411
0.142270,0.124141
0.923746,0.815606
-0.056728,0.205150
-0.937977,-0.793145
-0.000000,-0.983837
0.937977,-0.651540
0.056728,-0.560447
-0.923746,-0.725324
-0.142270,-0.820297
0.897282,-0.722982
0.318743,-0.562509
-0.863507,-0.659798
-1.016284,-0.975316
-0.585739,-0.774597
-0.592893,0.180869
-0.795687,0.785048
-0.706704,0.178806
-0.641307,-0.782855
-0.828921,-0.966795
-0.757133,-0.641250
-0.065386,-0.586791
0.752102,-0.755882
1.009789,-0.763570
0.656788,-0.675851
0.040968,-0.680498
-0.644278,-0.716699
-1.115217,-0.723885
-0.788058,-0.719041
0.268474,-0.678435
0.809633,-0.669935
0.083174,-0.770028
-0.830607,-0.766172
-0.813161,-0.571031
-0.566111,-0.629239
-0.892107,-0.997178
-0.855616,-0.793511
0.205288,0.235671
0.856245,0.792786
0.022219,0.054665
-0.847809,-0.782130
-0.262015,-0.371483
0.830607,0.767789
0.992002,1.239308
0.606629,0.656268
0.599351,-0.251431
0.779170,-0.654923
0.713163,-0.262015
0.662196,0.637721
0.804639,1.265652
0.726574,0.806606
0.120051,-0.434669
-0.708546,-0.844234
-1.123382,0.192539
-0.711658,0.880557
0.203225,-0.065249
0.708712,-0.905077
0.259953,-0.023925
-0.699768,0.910805
-1.206862,0.120051
-0.724410,-0.895118
0.285940,-0.292755
0.731202,0.859190
0.141964,0.977241
-0.729686,0.602953
-0.983481,0.676067
-0.694918,0.757499
-0.507707,0.201060
-0.701379,-0.708546
-0.956073,-1.204391
-0.730694,-0.744925
0.056728,0.333860
0.747266,0.773872
0.811740,-0.010584
0.654768,-0.790078
0.776181,-0.298995
0.763106,0.796372
0.095770,1.121319
-0.764113,0.615573
-1.025549,-0.013697
-0.646498,-0.613719
-0.034509,-1.090936
0.640703,-0.804264
1.111092,0.257890
0.782141,0.809633
-0.259953,0.093758
-0.791085,-0.814401
-0.107455,-0.837442
0.795365,-0.596670
0.871951,-0.837442
0.621501,-0.812059
0.765597,0.091695
0.777825,0.799033
0.072488,0.268474
-0.754847,-0.777458
-0.950897,-1.123738
-0.687027,-0.665167
-0.529569,0.067312
-0.695285,0.697946
-0.944438,0.944540
-0.746900,0.681740
0.058790,0.081009
0.769388,-0.648473
0.791584,-1.156185
0.630126,-0.794031
0.822324,0.331798
0.785773,0.817062
0.008521,-0.050269
-0.777825,-0.829261
-0.846606,-0.205288
-0.654768,0.828632
-0.741315,0.920157
-0.730206,0.599200
-0.163082,0.741315
0.698434,0.788114
1.169882,0.087467
0.744558,-0.752816
